ds,yhat,yhat_lower,yhat_upper
2013-04-28,536133.138076164,401007.11793496046,671143.2138623225
2013-04-29,325108.1070365595,184183.6983891254,458877.27657378005
2013-04-30,276554.00193953153,138908.88999055943,421955.3659030657
2013-05-01,299113.24728130107,159004.27315901048,430287.101702983
2013-05-02,210189.8524931145,70999.1265537841,343804.91431615694
2013-05-03,283891.26356054074,155236.14551189283,412940.1094770862
2013-05-04,474053.82928784675,333748.34150948224,612251.9469652049
2013-05-05,527649.2853647689,396895.93473609735,656729.2894130716
2013-05-06,317616.681962171,169250.89166090978,456896.7611240745
2013-05-07,270206.28884398757,138679.9392074873,402939.0575697585
2013-05-08,294029.05963334226,161979.3877036485,432996.13812458655
2013-05-09,206456.50992968888,73953.48638231307,356469.65069530316
2013-05-10,281563.5637895,140264.70095976532,410813.57235844136
2013-05-11,473154.9542572267,332591.1585062345,607799.1050245085
2013-05-12,528172.5541262263,404760.2575074379,664684.926779185
2013-05-13,319528.0397174972,175927.18493545472,457129.84523923247
2013-05-14,273447.4034109322,134051.92567343565,416534.06270864303
2013-05-15,298520.88340201764,170515.81162008297,439825.4587885856
2013-05-16,212103.15762968466,84870.43020478993,361680.7670352821
2013-05-17,288256.3540793929,131144.97204729533,429290.94280808937
2013-05-18,480776.4662241249,343233.0663100074,616564.378590221
2013-05-19,536600.5579130534,397316.6492152225,679132.3465085152
2013-05-20,328639.1732908422,193669.74664874875,463382.3709379277
2013-05-21,283120.48428029555,145375.2774715049,430158.463939195
2013-05-22,308639.7642426307,167651.1836511479,444102.43362091144
2013-05-23,222559.05739061118,92927.70492685454,365502.2749666808
2013-05-24,298949.62040359457,162417.74746318848,427142.6839160815
2013-05-25,491617.7499375923,352162.5754474592,634935.7996505685
2013-05-26,547511.4050472181,411003.0913853528,692166.6249775396
2013-05-27,339552.0636478722,202095.42191303556,487676.93134028703
2013-05-28,293978.36712796823,155994.48737818236,438555.1941555421
2013-05-29,319395.1605530751,184032.66880744102,461645.9968166391
2013-05-30,233172.8134703515,93762.41774775213,379438.1010669341
2013-05-31,309389.4092951043,163638.43330561754,445145.43527368386
2013-06-01,501856.4242271226,364788.6129933508,638765.824384985
2013-06-02,557525.3074885927,414851.6317901163,694355.2028926371
2013-06-03,349319.4002636553,211412.61278555228,489785.2531411355
2013-06-04,303477.7413096479,165447.85795634473,445293.1665941662
2013-06-05,328604.35642139614,194748.204723793,464198.50758571184
2013-06-06,242067.9028298923,98164.56089477793,387617.96899224434
2013-06-07,317944.2394784231,178917.78788724178,452784.39763055526
2013-06-08,510042.5246533457,372069.83643690846,648087.5581284756
2013-06-09,565312.2316437972,432400.2709201401,705172.449346344
2013-06-10,356675.49786202936,219184.00851138076,493437.3097669081
2013-06-11,310371.33348717506,166141.7809444931,443999.3951709301
2013-06-12,335005.2658021524,201143.03962989117,472478.0245117961
2013-06-13,247949.2715783291,115949.32454942231,393725.41828342207
2013-06-14,323284.54901841463,182276.026451791,452218.250323213
2013-06-15,514827.72252786823,381233.6762978153,649558.8655677313
2013-06-16,569537.8558750518,437199.68276631745,713342.2711965046
2013-06-17,360348.6862995093,220504.58196751424,507204.55543206015
2013-06-18,313512.6040698825,169647.78439802254,447045.01668535866
2013-06-19,337649.9573002242,207236.41572123236,475715.62764558016
2013-06-20,250148.54209965942,121319.17394024221,400234.5206800084
2013-06-21,325105.8449144041,190818.29242513605,465237.1103824608
2013-06-22,516354.6417359017,365366.2900479422,657244.9021926275
2013-06-23,570869.355357211,434746.16616292956,711463.9022372408
2013-06-24,361597.6037318456,217461.87468445013,494148.9305210154
2013-06-25,314803.48977833055,180483.58150563328,456396.81021819334
2013-06-26,339116.2389801104,194936.4414939905,478086.06110060425
2013-06-27,251929.0717545241,107890.68921531967,393032.1216460482
2013-06-28,327340.9037291976,190784.81586609498,466294.5324230202
2013-06-29,519181.5032922767,385523.15064550267,651140.6791398228
2013-06-30,574417.5298162827,427253.60364217975,713096.8466402895
2013-07-01,365983.9044403835,232876.72733226404,511878.6317528445
2013-07-02,320127.0784916155,186301.87856300958,458830.67385004595
2013-07-03,345453.8158322196,197227.2707543556,490582.0129172685
2013-07-04,259330.38079815859,125477.21796624032,400360.89084917086
2013-07-05,335824.7239287715,201724.781895983,476082.4468413512
2013-07-06,528732.2881752613,391943.81354719715,665927.3074149368
2013-07-07,584982.8465472944,455954.8609305038,722574.0863604023
2013-07-08,377472.8051633186,241659.1002940721,513095.00408660545
2013-07-09,332409.51372137736,192587.82497192666,466196.9160626864
2013-07-10,358361.1721296836,213519.09446101543,490539.42433962604
2013-07-11,272657.19360991666,144710.55245696905,411162.7470326746
2013-07-12,349331.58226090414,198922.193802161,492845.16431578324
2013-07-13,542149.911654698,412932.6949092145,683086.2032050566
2013-07-14,598017.2785339777,455838.185691509,731923.3654065271
2013-07-15,389811.62902631634,252059.10259266844,532277.7748307689
2013-07-16,343728.9643530738,208551.8188023435,484225.6023230809
2013-07-17,368333.9823959631,224049.95608916768,502057.3838797117
2013-07-18,280960.9867804822,150375.20616067073,415617.5307260123
2013-07-19,355657.59755708044,216324.9303756608,485790.7202110621
2013-07-20,546211.8317452454,406918.5894818452,678791.4166835579
2013-07-21,599559.915838141,460363.52902125346,727666.6186622783
2013-07-22,388619.2225589967,255486.6307776911,522555.82135835855
2013-07-23,339632.84096786135,204843.44582903056,477089.5913730586
2013-07-24,361219.34569934214,222983.91569583208,501989.91368307977
2013-07-25,270772.6136961484,127955.95294023684,407514.0576522929
2013-07-26,342404.2461283923,214746.66672496972,487277.7105557642
2013-07-27,529969.1937975127,394935.31711337494,669963.5998553797
2013-07-28,580471.9837983161,438231.06039637263,733724.0197414481
2013-07-29,366897.98018683976,234472.02487696282,506933.8550783776
2013-07-30,315556.23182370747,182379.80043706275,449720.9105704911
2013-07-31,335127.51973210764,195875.74828791496,474756.60006395355
2013-08-01,243062.50000209664,102577.02381018361,390285.9901977146
2013-08-02,313522.547371498,185965.2601694052,450526.7177188827
2013-08-03,500403.94358985295,357112.98630424775,644980.4147580713
2013-08-04,550742.8511555134,414579.30370532937,686156.3251250779
2013-08-05,337545.54438940145,203207.82067053957,466320.6226108307
2013-08-06,287130.4805401502,146610.67513507817,423559.15028941823
2013-08-07,308175.85671166505,175817.63161950873,443946.3836945184
2013-08-08,218117.56067204784,78084.84958452362,357910.14174203156
2013-08-09,291090.13508832804,157279.1764517455,432820.6531947041
2013-08-10,480951.40091821784,329994.1983308736,627184.1966783014
2013-08-11,534688.174111221,398692.91008256155,672980.508199817
2013-08-12,325247.5317074961,180883.3455315784,469277.52326554817
2013-08-13,278880.1899103243,134907.2909350374,418638.34489167423
2013-08-14,304189.60146130173,164325.87717538743,445870.6682368891
2013-08-15,218531.64877864884,77365.83981024794,356201.8771550996
2013-08-16,295957.504246949,152405.5983651334,433351.85858634306
2013-08-17,490240.2545457342,355545.3173272,622417.5759990107
2013-08-18,548282.6700802107,419697.76487877814,673264.7621876367
2013-08-19,342950.52046541474,193900.2285378163,484008.19476722647
2013-08-20,300417.9429897544,157657.14785431762,435537.58532834915
2013-08-21,329218.4168105647,179039.29440314087,460774.626402413
2013-08-22,246646.1674266806,99287.9462845211,388744.59889002383
2013-08-23,326700.5250474799,192053.79837830074,468269.02590805147
2013-08-24,523113.7915604337,384022.28109037835,655958.8265581147
2013-08-25,582759.9617998045,446382.5520933131,723773.4257021373
2013-08-26,378488.67261720495,240608.6289211206,507911.05217656953
2013-08-27,336470.8679942131,202505.45717610393,475547.97306129977
2013-08-28,365249.72364503605,227648.49018048286,501273.3258733237
2013-08-29,282141.6560700877,141722.4648746725,421237.39709472196
2013-08-30,361179.9498854198,226442.69361034405,499676.8887632047
2013-08-31,556141.5779053719,417360.8235371973,708486.2097349378
2013-09-01,613954.588536067,463183.07461859315,755083.0782696039
2013-09-02,407530.4711371652,267935.28772115585,546045.0302264693
2013-09-03,363108.0320415786,219968.72032196945,494140.4931086459
2013-09-04,389302.37520604534,251136.27795085942,526639.6705274105
2013-09-05,303503.8675883134,171921.38093375304,445222.2947149202
2013-09-06,379819.6813111432,243532.82661864482,519903.95030779537
2013-09-07,572098.5467085635,431182.9466200917,714043.6930036478
2013-09-08,627336.150120209,489293.7517243633,772919.580633237
2013-09-09,418505.6443358153,278429.4270889101,554894.2771698671
2013-09-10,371899.85793101514,230328.02291802102,514443.44238958677
2013-09-11,396178.8456582654,262094.12655287265,541277.3746765589
2013-09-12,308767.7014881955,169753.7025158724,454923.10338675097
2013-09-13,383797.2598136405,244225.3259406855,526084.9567551692
2013-09-14,575128.3433738019,424986.28435074195,700311.1106755844
2013-09-15,629757.0064027434,493834.26743233594,773075.1119284359
2013-09-16,420645.245294839,282822.1844121253,558361.1944100956
2013-09-17,374063.7569192456,248236.1138008352,506486.8556715398
2013-09-18,398640.37031668145,258189.94288201586,542565.1546095775
2013-09-19,311759.04700606735,170803.19236434088,445424.3206311631
2013-09-20,387502.0398480198,245590.5556893403,525831.5681902829
2013-09-21,579675.8252451601,444563.3900844004,723295.9400215714
2013-09-22,635218.2064597898,496917.2541401858,765885.8666226915
2013-09-23,427031.00410497934,283918.76432034065,559293.5661556873
2013-09-24,381324.85384424496,243994.2549060789,511663.2091815445
2013-09-25,406669.67484530195,272905.91591442755,552494.103497557
2013-09-26,320395.6417358022,180268.3565956989,462634.67752594786
2013-09-27,396537.1891533138,249959.45904825194,534247.34149771
2013-09-28,588866.4467509291,458117.68760183593,732556.1599497655
2013-09-29,644284.2474104529,507236.69254453894,790427.8441582109
2013-09-30,435671.4846739462,299900.2564950978,564339.6263765884
2013-10-01,389228.89658257563,247661.5030725696,524547.651189768
2013-10-02,413528.0142090029,279056.80474234256,548204.7014955136
2013-10-03,325912.2493714042,191946.21915284137,465663.44704616355
2013-10-04,400440.64378230803,258078.11874665465,534006.1379183168
2013-10-05,590914.8413269303,449047.6987253671,724756.9323536145
2013-10-06,644286.6445098975,498839.45151447365,793399.1803305228
2013-10-07,433490.5519409417,295785.2102474093,573293.1338507439
2013-10-08,384787.7960442566,245827.15320470041,526314.3087169678
2013-10-09,406815.46214942244,267640.77763272775,546053.3598562871
2013-10-10,316985.5575149492,184516.15784076348,457905.6419395935
2013-10-11,389426.61239353265,248322.50872972445,536348.2054287525
2013-10-12,578008.4393378892,446611.8187737585,722874.459712184
2013-10-13,629747.4790427665,480349.75900943304,760398.7276628003
2013-10-14,417637.1976470197,271686.42567380634,556597.0093437699
2013-10-15,367990.12149279367,223875.49230665294,504158.59797902673
2013-10-16,389485.15407791245,255178.98122080418,534804.7612147923
2013-10-17,299565.1021576317,162050.15328891127,448578.3508413036
2013-10-18,372377.0445331355,231245.51768878548,503987.8333171959
2013-10-19,561796.2125649966,437126.2021129516,702070.5954239316
2013-10-20,614830.843580073,482681.4231899741,755169.7351670361
2013-10-21,404452.4938757374,265754.88861237647,548114.7920473414
2013-10-22,356938.40724202176,220767.74003286002,502292.6657031928
2013-10-23,380919.58132593334,238398.75579588665,517192.8856713218
2013-10-24,293779.44395854906,158173.4322863455,437263.4624087152
2013-10-25,369595.7459933002,231250.82399616315,508430.629852591
2013-10-26,562166.301156668,418291.18149875547,705077.9165165821
2013-10-27,618415.9849814933,474260.0591578479,763796.7906900147
2013-10-28,411229.42113237357,264003.41487497394,545812.8819396533
2013-10-29,366795.8849574014,236188.58688939604,508932.69728100323
2013-10-30,393659.9945945478,251164.4885465738,531829.4209272633
2013-10-31,309123.02588574425,165665.72102129928,452269.6813024373
2013-11-01,387187.38004895614,249981.72665635555,532405.4467038558
2013-11-02,581584.7575099738,444336.17454793426,723381.140487171
2013-11-03,639185.3755866112,505548.2550881477,778758.9384243874
2013-11-04,432832.5889293492,296720.44211093796,566391.87719366
2013-11-05,388689.3801023607,255275.77145675133,527134.9685727308
2013-11-06,415290.23714047635,277611.8539466531,559085.5369174535
2013-11-07,329943.21140815236,202322.90705135587,464680.28161965386
2013-11-08,406674.6537628447,265664.4987618953,540549.2601823854
2013-11-09,599257.1645238888,453416.1600941917,740760.3740616132
2013-11-10,654618.0907937975,516573.83512940933,791223.9256306291
2013-11-11,445672.93996512814,304262.79928508383,582766.7470963689
2013-11-12,398670.2007346975,252506.17461730487,537433.8936261678
2013-11-13,422241.1259529608,274554.34901534906,543589.8825500886
2013-11-14,333799.320791763,197060.39984959282,470183.4250390666
2013-11-15,407482.6958633996,275448.0694373793,554434.5480863486
2013-11-16,597178.3923092447,454078.2962443267,740103.2396668482
2013-11-17,649928.091955839,508125.7424561052,781236.8235715466
2013-11-18,438758.1668302465,293471.8562610155,576354.7262228816
2013-11-19,390021.2484534336,257209.16371986287,529834.4951500912
2013-11-20,412442.86149622314,267909.00003130065,561422.2199663921
2013-11-21,323518.0542963991,180577.63751268052,457194.6747463473
2013-11-22,397450.67076008406,265889.7147684228,537931.427242333
2013-11-23,588175.9501728549,448118.4195431597,731064.7872686152
2013-11-24,642763.9379519739,512947.197891065,781719.5532608066
2013-11-25,434248.22187728813,291482.15972645924,575927.4419709023
2013-11-26,388966.62180831283,259897.79815702757,533286.8830953472
2013-11-27,415607.5113553046,276196.9131738241,559684.8743396482
2013-11-28,331606.72294857854,184956.83693765814,477174.3175071385
2013-11-29,411087.6845220536,277007.61432107823,540794.4537811521
2013-11-30,607885.4613470464,468620.6414665153,743698.9431166026
2013-12-01,668952.158449233,529997.5867545422,803318.4700397945
2013-12-02,467188.1545964842,331068.0652772812,603027.5984311093
2013-12-03,428785.7385095524,292049.669138921,577544.1632593496
2013-12-04,462278.7556483709,335844.2703034027,602634.8588444797
2013-12-05,384943.13589547586,239393.1071686719,514473.2678320788
2013-12-06,470740.8603671685,336163.70612723095,608457.7245746783
2013-12-07,673347.9443011396,545852.5654341398,814288.3743066455
2013-12-08,739563.7908378117,604983.009266595,885846.1880408652
2013-12-09,542146.2846710839,405282.36478884297,681761.6829930282
2013-12-10,507159.0955411734,359282.6278589777,634936.2639203543
2013-12-11,543024.7032535855,403072.9880702346,667443.7766077704
2013-12-12,466927.92453049775,319769.60687608167,600627.0141214861
2013-12-13,552762.4189612127,423084.1763799462,694459.8535219296
2013-12-14,754160.681356061,611534.4211396339,884405.7789359866
2013-12-15,817904.8188832477,688780.03320329,959848.4190570312
2013-12-16,616762.4403402233,473932.7585893243,761969.8841142308
2013-12-17,576834.1019110193,435182.5893953451,712448.6892373674
2013-12-18,606605.8122260324,467324.02047803067,735127.9647947534
2013-12-19,523351.38528528437,388958.7740466753,653064.4614273957
2013-12-20,601077.1437023142,458681.53774123656,735622.3649511245
2013-12-21,793549.5211692677,662403.3728697879,930656.6757266821
2013-12-22,847702.9194526155,703482.8827225262,988658.2894785571
2013-12-23,636472.2181309082,499602.7874640121,780343.1980808694
2013-12-24,586136.4643766035,445115.1144028273,734249.6954500234
2013-12-26,511627.2843882943,372231.0952170631,644333.478180304
2013-12-27,579109.9123411836,443013.9568423454,733309.9366219067
2013-12-28,761763.331333521,622003.9474803144,899515.9066423652
2013-12-29,806693.8723598808,658495.8776091427,943340.6538964374
2013-12-30,586994.7048799427,439919.87948776694,729657.41314729
2013-12-31,529085.9708663515,388140.44522399205,666083.8972697895
2014-01-01,541760.1208045366,402673.7138082702,681079.375467057
2014-01-02,442577.41823504335,308081.36236956186,587795.2531181925
2014-01-03,505804.28521461587,370496.71333720785,648099.7383176185
2014-01-04,685435.1949342621,535516.0289152388,819185.8141507803
2014-01-05,728595.6075236755,584994.6009005451,871416.7074134636
2014-01-06,508370.4676181278,373267.99726062024,654394.5553241896
2014-01-07,451144.887961147,319344.804426505,596489.4029305062
2014-01-08,465650.6857947111,320618.08427547006,595389.8034925574
2014-01-09,369363.7043492664,221424.23165769925,507635.3319556441
2014-01-10,436444.54177338775,310708.22815211414,588751.9618500092
2014-01-11,620763.329332551,492553.51922316616,761969.5959114515
2014-01-12,669305.9778490424,527239.9751760244,801471.4368947544
2014-01-13,455006.32337806554,312943.96886055596,586603.9762615989
2014-01-14,404090.70058174944,271533.8466231452,533620.4907367508
2014-01-15,425128.5089258652,281747.86199184216,559664.4169717777
2014-01-16,335433.60066851,181772.70306846997,469236.69454814564
2014-01-17,409009.0063932375,274305.8332518412,539675.8201561611
2014-01-18,599575.5400228369,459965.06357376295,730801.144915521
2014-01-19,653981.6045873332,506189.2019523958,791903.9984536296
2014-01-20,445038.5410390318,308490.344136821,585390.6215172396
2014-01-21,398867.9697749533,269157.67487378273,535391.7369560215
2014-01-22,423954.62347377586,292645.4453025873,558116.8885263248
2014-01-23,337549.4462439171,206540.1214653122,480464.27360644535
2014-01-24,413615.4390153104,276834.36655176774,537626.070714874
2014-01-25,605856.7691435821,457958.9926314657,748388.6886319349
2014-01-26,661128.4610190629,508393.75563588925,799975.4666767902
2014-01-27,452271.02066784195,308362.0137739646,588999.4911626563
2014-01-28,405456.47091459605,265542.94669957616,548914.545687314
2014-01-29,429239.3377143921,289541.8047121933,571732.3497148122
2014-01-30,340957.41854334367,204443.45252010287,487526.09425604955
2014-01-31,414674.8809109075,272009.9847421201,560798.4311369412
2014-02-01,604208.2873896109,462208.16469085304,744337.771382974
2014-02-02,656532.9504991809,518686.26862720744,787281.9537754394
2014-02-03,444614.06268794695,307882.60305323405,579736.3179328322
2014-02-04,394749.17339554767,253830.65801512724,528339.4520573366
2014-02-05,415615.64981887426,277011.6298671672,547841.1888110656
2014-02-06,324668.04627536633,176183.39035346205,462900.3960096955
2014-02-07,396078.01971208095,250429.18496125683,530273.6992504678
2014-02-08,583757.4703830909,442102.95628862607,724621.4553796863
2014-02-09,634762.3846231392,496256.0590051915,767583.150794331
2014-02-10,422121.88765211037,272475.6927008567,562652.6489929835
2014-02-11,372179.12859926885,237639.84220980213,509239.6883909478
2014-02-12,393637.67089220154,255288.43329431955,530873.2182205921
2014-02-13,303958.33489665,166616.946996123,433880.61262397974
2014-02-14,377299.13740302913,233835.2315538427,512750.46633986395
2014-02-15,567538.9990742301,422878.06325584947,704435.7767254085
2014-02-16,621682.6742948918,481840.3617184339,754920.21410934
2014-02-17,412691.3751084461,264463.4472772569,559031.0245138272
2014-02-18,366825.662533852,229007.3332026496,491412.8063095522
2014-02-19,392694.2183846109,249114.22551599564,526636.3028199414
2014-02-20,307653.3750762233,169002.9256890194,445194.2391457751
2014-02-21,385749.9712604978,248215.14948364312,527174.0939576403
2014-02-22,580748.1224582372,441871.42521530867,716293.6717522888
2014-02-23,639537.2763163171,498177.1727223806,776498.6849706745
2014-02-24,434965.9388233114,296395.41903056705,581768.6579695683
2014-02-25,393187.56123559794,253328.47438635875,535498.969270177
2014-02-26,422712.12134415586,284724.2377744233,570190.4982914606
2014-02-27,340808.2032645472,198438.61043658116,473216.6271641486
2014-02-28,421448.0783541903,284419.32631207164,562414.016461013
2014-03-01,618336.3209725758,481607.65867218847,750678.2784348658
2014-03-02,678319.2843722778,541104.7436387718,818680.8127182964
2014-03-03,474219.79091850703,335331.8664562683,619239.2186843739
2014-03-04,432183.5071247667,294160.4314986331,568280.481437929
2014-03-05,460730.5311227698,322036.60761273105,596587.2268873473
2014-03-06,377157.0038872298,234562.2815743871,510344.5264370429
2014-03-07,455479.266798917,313555.8344462425,591362.7130150732
2014-03-08,649461.131250696,510989.9585568098,789684.6824098035
2014-03-09,706021.6285804459,562851.714094412,842601.3308217438
2014-03-10,498067.6457532344,354785.06044076406,634351.172851257
2014-03-11,451837.9848442397,308520.1094086938,590068.4579565251
2014-03-12,475952.4269635166,341161.19241593144,623589.3019312725
2014-03-13,387810.69693618105,253787.2614926916,521076.1163632747
2014-03-14,461533.9178064015,312869.54831929645,588089.5305339168
2014-03-15,650989.1958496262,501559.8455207701,791836.1182884965
2014-03-16,703194.7761359198,567296.8750634287,837166.0136646387
2014-03-17,491150.243412397,343146.3684003423,630675.830480138
2014-03-18,441178.3618198877,307199.40130366036,576437.282082827
2014-03-19,461972.20307128533,324061.8579442972,592636.104091345
2014-03-20,370992.4921166349,236457.70375577197,514625.5939984546
2014-03-21,442407.8030818147,306532.93106490414,576792.0857310058
2014-03-22,630118.2710279505,485986.4185367346,757659.9373203723
2014-03-23,681160.2747021812,538577.4563997485,816255.0938784527
2014-03-24,468536.5689075731,330492.82224041846,607234.525683045
2014-03-25,418558.45265756914,275363.96396281174,564480.0013563804
2014-03-26,439893.6046708328,311863.51004560065,578934.4093931133
2014-03-27,349964.48712520313,211218.99486935063,489524.0620845494
2014-03-28,422889.91332668235,280235.9819872478,571752.8897409115
2014-03-29,612510.3999053222,479688.9690160809,742187.7682756098
2014-03-30,665794.7074129593,528930.1726850127,804005.0338651396
